id,texto,sentimiento,categoria,fecha,dia_semana,hora_aproximada,es_fin_de_semana,calificacion,canal,precio_rango,tiempo_desde_compra_dias,tema_principal,longitud_caracteres,num_palabras,tiene_mayusculas_excesivas,num_signos_exclamacion,tiempo_respuesta_horas,fue_respondido,resolucion,prioridad,requiere_atencion_inmediata,confianza_modelo,requiere_revision_humana
13259,Me decepcionó completamente. Pésima experiencia en general,Negativo,Aplicación Móvil,2025-01-14,Tuesday,Tarde,False,1,Chat,Medio,71,Producto Defectuoso,58,7,False,0,,False,N/A,Alta,True,0.94,False
13260,Servicio decente. Ni más ni menos,Neutro,Banco,2024-02-23,Friday,Noche,False,3,Teléfono,Premium,90,Atención,33,6,False,0,45.0,True,Resuelto,Baja,False,0.76,True
13261,"Muy buena atención, gracias",Positivo,Soporte Técnico,2025-07-17,Thursday,Mañana,False,5,Teléfono,Medio,62,Atención,27,4,False,0,23.0,True,N/A,Baja,False,0.9,False
13262,No cumple expectativas. No sirve para nada!,Negativo,Hotel,2025-08-20,Wednesday,Tarde,False,1,Email,Medio,105,Precio,43,7,False,1,55.0,True,Resuelto,Media,False,0.82,False
13263,La mejor compra que he hecho,Positivo,Aplicación Móvil,2024-04-08,Monday,Noche,False,5,Email,Económico,20,Atención,28,6,False,0,47.0,True,N/A,Baja,False,0.94,False
13264,"Súper recomendado, volveré sin duda",Positivo,Banco,2024-04-08,Monday,Mañana,False,5,Email,Económico,6,Entrega,35,5,False,0,16.0,True,Resuelto,Baja,False,0.79,True
13265,Nefasto servicio,Negativo,Soporte Técnico,2024-02-16,Friday,Tarde,False,2,Web,Premium,85,Atención,16,2,False,0,7.0,True,En Proceso,Media,False,0.73,True
13266,"Mala compra, no lo recomiendo. Mala calidad, no vale la pena",Negativo,Soporte Técnico,2024-12-30,Monday,Tarde,False,2,Teléfono,Medio,114,Precio,60,11,False,0,,False,N/A,Media,False,0.76,True
13267,El personal fue muy grosero,Negativo,Servicio,2025-08-19,Tuesday,Mañana,False,2,Teléfono,Premium,32,Atención,27,5,False,0,90.0,True,No Resuelto,Media,False,0.78,True
13268,Calidad que vale la pena,Positivo,Tienda Online,2025-03-23,Sunday,Tarde,True,4,Web,Económico,61,Precio,24,5,False,0,27.0,True,Resuelto,Baja,False,0.9,False
13269,Estoy muy contento con el resultado. Todo llegó en perfectas condiciones,Positivo,Banco,2024-06-08,Saturday,Tarde,True,4,Email,Medio,56,Entrega,72,11,False,0,4.0,True,N/A,Baja,False,0.87,False
13270,Producto correcto. Producto común,Neutro,Tienda Online,2025-05-20,Tuesday,Noche,False,3,App Móvil,Económico,12,Entrega,33,4,False,0,12.0,True,Resuelto,Media,False,0.62,True
13271,El servicio fue impecable,Positivo,Aplicación Móvil,2024-06-30,Sunday,Mañana,True,4,Web,Premium,1,Atención,25,4,False,0,9.0,True,Resuelto,Baja,False,0.96,False
13272,Es un producto promedio,Neutro,Soporte Técnico,2025-10-27,Monday,Tarde,False,3,Teléfono,Económico,89,Precio,23,4,False,0,,False,N/A,Baja,False,0.63,True
13273,Es un producto normal,Neutro,Aplicación Móvil,2025-03-22,Saturday,Tarde,True,3,Web,Premium,65,Precio,21,4,False,0,,False,N/A,Baja,False,0.73,True
13274,Estoy muy contento con el resultado,Positivo,Servicio,2025-06-18,Wednesday,Tarde,False,5,Web,Premium,27,Precio,35,6,False,0,,False,N/A,Baja,False,0.76,True
13275,Es un producto normal,Neutro,Hotel,2025-06-01,Sunday,Mañana,True,3,Chat,Económico,49,Producto Defectuoso,21,4,False,0,,False,N/A,Media,False,0.69,True
13276,"Calidad excepcional por el precio. Me gustó mucho, es justo lo que necesitaba",Positivo,Restaurante,2025-01-31,Friday,Tarde,False,4,Web,Económico,53,Precio,77,13,False,0,24.0,True,N/A,Baja,False,0.96,False
13277,Producto horrible!,Negativo,Servicio,2025-03-30,Sunday,Noche,True,1,Web,Económico,53,Entrega,18,2,False,1,119.0,True,En Proceso,Alta,True,0.89,False
13278,Muy DECEPCIONADO con la compra!,Negativo,Producto,2025-05-06,Tuesday,Mañana,False,1,Email,Medio,31,Producto Defectuoso,31,5,True,1,52.0,True,Resuelto,Alta,True,0.8,False
13279,Producto regular,Neutro,Servicio,2024-09-04,Wednesday,Noche,False,3,Tienda Física,Premium,8,Entrega,16,2,False,0,,False,N/A,Media,False,0.76,True
13280,"Es normal, nada extraordinario",Neutro,Aplicación Móvil,2025-12-14,Sunday,Noche,True,3,Tienda Física,Económico,65,Producto Defectuoso,30,4,False,0,68.0,True,Resuelto,Media,False,0.84,False
13281,"Llegó antes de lo esperado, excelente!. Entrega rápida y producto impecable",Positivo,Producto,2024-05-25,Saturday,Tarde,True,4,Teléfono,Económico,78,Entrega,75,11,False,1,27.0,True,Resuelto,Baja,False,0.86,False
13282,Producto ordinario,Neutro,Servicio,2025-11-10,Monday,Tarde,False,3,Email,Premium,74,Producto Defectuoso,18,2,False,0,37.0,True,N/A,Media,False,0.87,False
13283,Producto común,Neutro,Servicio,2025-04-28,Monday,Noche,False,3,Chat,Premium,1,Precio,14,2,False,0,,False,N/A,Baja,False,0.87,False
13284,Estoy disgustado. Muy decepcionado!,Negativo,Aplicación Móvil,2024-09-25,Wednesday,Mañana,False,1,Tienda Física,Premium,92,Precio,35,4,False,1,27.0,True,En Proceso,Media,False,0.84,False
13285,Es aceptable,Neutro,Delivery,2025-07-14,Monday,Tarde,False,3,Tienda Física,Económico,21,Calidad,12,2,False,0,,False,N/A,Baja,False,0.82,False
13286,Me fascina este producto,Positivo,Aplicación Móvil,2024-03-23,Saturday,Noche,True,4,Tienda Física,Premium,33,Producto Defectuoso,24,4,False,0,22.0,True,Resuelto,Baja,False,0.91,False
13287,Me fascina este producto,Positivo,E-commerce,2025-06-28,Saturday,Noche,True,5,Web,Medio,90,Precio,24,4,False,0,6.0,True,Resuelto,Baja,False,0.78,True
13288,Muy por debajo del estándar,Negativo,Banco,2025-02-15,Saturday,Mañana,True,2,Email,Económico,108,Producto Defectuoso,27,5,False,0,73.0,True,En Proceso,Alta,True,0.95,False
13289,No lo vuelvo a usar. Servicio lamentable,Negativo,Soporte Técnico,2025-11-07,Friday,Mañana,False,1,Email,Económico,69,Atención,40,7,False,0,,False,N/A,Media,False,0.74,True
13290,Una completa decepción. Servicio inaceptable,Negativo,Aplicación Móvil,2025-04-15,Tuesday,Tarde,False,2,App Móvil,Medio,10,Atención,44,5,False,0,61.0,True,En Proceso,Media,False,0.97,False
13291,"Totalmente recomendable, 5 estrellas",Positivo,Aplicación Móvil,2025-11-25,Tuesday,Noche,False,4,App Móvil,Medio,84,Calidad,36,4,False,0,37.0,True,Resuelto,Baja,False,0.79,True
13292,"Me encantó, superó mis expectativas",Positivo,E-commerce,2024-09-25,Wednesday,Noche,False,4,Chat,Medio,29,Calidad,35,5,False,0,39.0,True,Resuelto,Baja,False,0.92,False
13293,"Está bien, sin sorpresas",Neutro,Producto,2025-03-21,Friday,Tarde,False,3,Tienda Física,Premium,53,Precio,24,4,False,0,45.0,True,N/A,Baja,False,0.84,False
13294,Servicio profesional y eficiente,Positivo,Servicio,2024-06-09,Sunday,Tarde,True,4,App Móvil,Medio,16,Atención,32,4,False,0,38.0,True,N/A,Baja,False,0.97,False
13295,Cumple sin destacar,Neutro,Banco,2024-12-26,Thursday,Noche,False,3,Tienda Física,Medio,31,Producto Defectuoso,19,3,False,0,44.0,True,N/A,Media,False,0.61,True
13296,No está mal. Es un producto promedio,Neutro,Restaurante,2025-01-18,Saturday,Mañana,True,3,Web,Premium,69,Precio,36,7,False,0,54.0,True,N/A,Baja,False,0.67,True
13297,Nada profesionales,Negativo,Aplicación Móvil,2024-02-03,Saturday,Tarde,True,1,Email,Económico,36,Atención,18,2,False,0,,False,N/A,Media,False,0.85,False
13298,Producto regular. Servicio pasable,Neutro,Servicio,2025-01-15,Wednesday,Mañana,False,3,Tienda Física,Económico,83,Atención,34,4,False,0,,False,N/A,Baja,False,0.79,True
13299,Producto básico pero funcional,Neutro,Tienda Online,2024-05-19,Sunday,Noche,True,3,Email,Económico,10,Atención,30,4,False,0,29.0,True,Resuelto,Baja,False,0.88,False
13300,"Espectacular, sin quejas",Positivo,Banco,2025-10-01,Wednesday,Tarde,False,4,Tienda Física,Económico,16,Precio,24,3,False,0,24.0,True,Resuelto,Baja,False,0.82,False
13301,Mucho peor de lo esperado. Muy por debajo del estándar,Negativo,Delivery,2025-02-13,Thursday,Mañana,False,1,Chat,Premium,82,Entrega,54,10,False,0,2.0,True,En Proceso,Alta,True,0.72,True
13302,Es un producto normal,Neutro,Banco,2025-04-22,Tuesday,Mañana,False,3,Tienda Física,Medio,63,Calidad,21,4,False,0,43.0,True,Resuelto,Baja,False,0.84,False
13303,Servicio regular,Neutro,Producto,2025-11-27,Thursday,Noche,False,3,Email,Medio,16,Atención,16,2,False,0,,False,N/A,Baja,False,0.81,False
13304,Estoy encantado con el producto,Positivo,Aplicación Móvil,2025-10-09,Thursday,Noche,False,5,Teléfono,Medio,28,Entrega,31,5,False,0,,False,N/A,Baja,False,0.81,False
13305,"Todo impecable, gracias",Positivo,E-commerce,2025-04-10,Thursday,Noche,False,5,Teléfono,Premium,71,Calidad,23,3,False,0,41.0,True,N/A,Baja,False,0.88,False
13306,Todo fue excelente,Positivo,Servicio,2024-12-05,Thursday,Noche,False,4,Teléfono,Medio,7,Calidad,18,3,False,0,15.0,True,Resuelto,Baja,False,0.9,False
13307,Estoy muy contento con el resultado,Positivo,Tienda Online,2024-03-23,Saturday,Mañana,True,5,App Móvil,Premium,23,Atención,35,6,False,0,9.0,True,N/A,Baja,False,0.87,False
13308,Fantástica atención al cliente,Positivo,Restaurante,2025-01-21,Tuesday,Noche,False,5,App Móvil,Premium,26,Atención,30,4,False,0,25.0,True,Resuelto,Baja,False,0.85,False
13309,Servicio decente,Neutro,Servicio,2025-06-08,Sunday,Noche,True,3,Teléfono,Premium,4,Atención,16,2,False,0,26.0,True,N/A,Baja,False,0.7,True
13310,Es adecuado,Neutro,Aplicación Móvil,2024-07-23,Tuesday,Mañana,False,3,Web,Medio,5,Atención,11,2,False,0,44.0,True,N/A,Baja,False,0.8,False
13311,Cumple su cometido. Cumple con lo básico,Neutro,Delivery,2024-08-03,Saturday,Tarde,True,3,Tienda Física,Premium,90,Entrega,40,7,False,0,18.0,True,N/A,Media,False,0.75,True
13312,"Todo salió perfecto. Servicio de 10, gracias",Positivo,Delivery,2025-07-14,Monday,Noche,False,4,Chat,Económico,72,Atención,44,7,False,0,38.0,True,Resuelto,Baja,False,0.99,False
13313,Producto inservible!!,Negativo,Soporte Técnico,2024-07-04,Thursday,Tarde,False,1,Web,Premium,17,Entrega,21,2,False,2,,False,N/A,Alta,True,0.91,False
13314,"Una joya, muy recomendado",Positivo,Tienda Online,2024-07-18,Thursday,Tarde,False,5,Teléfono,Económico,75,Producto Defectuoso,25,4,False,0,14.0,True,Resuelto,Baja,False,0.79,True
13315,"Está bien, sin sorpresas",Neutro,Aplicación Móvil,2025-06-06,Friday,Mañana,False,3,Web,Económico,20,Atención,24,4,False,0,,False,N/A,Baja,False,0.76,True
13316,Fantástica atención al cliente. Mejor de lo que esperaba,Positivo,Soporte Técnico,2025-07-12,Saturday,Noche,True,5,Teléfono,Económico,17,Atención,56,9,False,0,25.0,True,N/A,Baja,False,0.87,False
13317,Muy satisfecho con mi compra,Positivo,Soporte Técnico,2025-01-13,Monday,Mañana,False,4,App Móvil,Premium,7,Atención,28,5,False,0,10.0,True,N/A,Baja,False,0.84,False
13318,"Está bien, pero podría mejorar",Neutro,Delivery,2024-01-23,Tuesday,Noche,False,3,Tienda Física,Económico,79,Calidad,30,5,False,0,,False,N/A,Baja,False,0.63,True
13319,La mejor compra que he hecho. Producto de calidad excepcional,Positivo,Delivery,2025-03-10,Monday,Noche,False,4,Email,Económico,78,Calidad,61,10,False,0,47.0,True,N/A,Baja,False,0.78,True
13320,Ni bueno ni malo,Neutro,E-commerce,2024-08-23,Friday,Mañana,False,3,Teléfono,Económico,12,Precio,16,4,False,0,71.0,True,N/A,Baja,False,0.79,True
13321,"Increíble experiencia, todo perfecto. Fantástico producto, lo amo",Positivo,E-commerce,2024-10-26,Saturday,Mañana,True,4,Web,Económico,15,Precio,65,8,False,0,,False,N/A,Baja,False,0.76,True
13322,"Está bien, pero podría mejorar",Neutro,Producto,2024-01-06,Saturday,Noche,True,3,Web,Económico,27,Producto Defectuoso,30,5,False,0,,False,N/A,Media,False,0.77,True
13323,Servicio decente,Neutro,Producto,2024-07-08,Monday,Tarde,False,3,Teléfono,Económico,22,Atención,16,2,False,0,28.0,True,N/A,Baja,False,0.63,True
13324,"Muy buena atención, gracias!",Positivo,Servicio,2025-03-16,Sunday,Mañana,True,5,Tienda Física,Medio,9,Atención,28,4,False,1,46.0,True,N/A,Baja,False,0.87,False
13325,"Producto inservible. PRODUCTO terrible, una estafa",Negativo,E-commerce,2025-11-01,Saturday,Tarde,True,1,Teléfono,Medio,24,Entrega,50,6,False,0,73.0,True,En Proceso,Alta,True,0.73,True
13326,Fantástica atención al cliente. Muy buen empaquetado y producto,Positivo,Producto,2024-01-07,Sunday,Mañana,True,5,Tienda Física,Premium,2,Entrega,63,9,False,0,41.0,True,Resuelto,Baja,False,0.97,False
13327,Cumple sin destacar. Cumple con lo básico,Neutro,Producto,2024-04-14,Sunday,Mañana,True,3,Tienda Física,Económico,28,Producto Defectuoso,41,7,False,0,6.0,True,N/A,Media,False,0.68,True
13328,Cumple sin destacar,Neutro,Restaurante,2024-07-15,Monday,Noche,False,3,Web,Medio,37,Producto Defectuoso,19,3,False,0,19.0,True,N/A,Media,False,0.86,False
13329,"Todo impecable, gracias",Positivo,Producto,2025-11-12,Wednesday,Tarde,False,4,Tienda Física,Premium,36,Precio,23,3,False,0,18.0,True,N/A,Baja,False,0.96,False
13330,Es lo que es,Neutro,Delivery,2024-01-28,Sunday,Noche,True,3,App Móvil,Premium,58,Entrega,12,4,False,0,3.0,True,N/A,Media,False,0.78,True
13331,Increíblemente bueno!,Positivo,Servicio,2025-10-25,Saturday,Tarde,True,5,Email,Medio,51,Precio,21,2,False,1,,False,N/A,Baja,False,0.98,False
13332,"Muy buena atención, gracias",Positivo,Servicio,2024-05-05,Sunday,Noche,True,5,Teléfono,Medio,49,Atención,27,4,False,0,26.0,True,N/A,Baja,False,0.85,False
13333,Producto regular,Neutro,E-commerce,2024-04-10,Wednesday,Noche,False,3,Email,Económico,54,Atención,16,2,False,0,34.0,True,N/A,Baja,False,0.73,True
13334,La atención al cliente fue maravillosa,Positivo,Soporte Técnico,2025-04-17,Thursday,Mañana,False,4,Chat,Medio,54,Atención,38,6,False,0,,False,N/A,Baja,False,0.88,False
13335,"Fantástico producto, lo amo. Excelente servicio, muy recomendado",Positivo,Producto,2025-08-22,Friday,Noche,False,5,Tienda Física,Premium,58,Atención,64,8,False,0,17.0,True,Resuelto,Baja,False,0.75,True
13336,Producto sobresaliente,Positivo,Soporte Técnico,2025-05-08,Thursday,Noche,False,4,Web,Medio,90,Producto Defectuoso,22,2,False,0,,False,N/A,Baja,False,0.97,False
13337,Nada profesionales,Negativo,Hotel,2025-11-07,Friday,Noche,False,1,Web,Medio,32,Atención,18,2,False,0,13.0,True,No Resuelto,Media,False,0.76,True
13338,Para nada recomendable!,Negativo,Producto,2024-06-22,Saturday,Mañana,True,1,Email,Premium,72,Atención,23,3,False,1,36.0,True,Resuelto,Media,False,0.96,False
13339,Estoy muy contento con el resultado,Positivo,Hotel,2025-02-23,Sunday,Noche,True,5,Chat,Medio,85,Producto Defectuoso,35,6,False,0,12.0,True,Resuelto,Baja,False,0.91,False
13340,Servicio normal,Neutro,Delivery,2024-06-01,Saturday,Noche,True,3,Tienda Física,Premium,78,Atención,15,2,False,0,46.0,True,N/A,Baja,False,0.77,True
13341,Todo salió mal. Producto chatarra,Negativo,Banco,2024-01-15,Monday,Tarde,False,1,App Móvil,Premium,17,Producto Defectuoso,33,5,False,0,110.0,True,No Resuelto,Alta,True,0.78,True
13342,Maravillosa experiencia!,Positivo,Aplicación Móvil,2024-12-15,Sunday,Mañana,True,4,Email,Premium,31,Entrega,24,2,False,1,25.0,True,N/A,Baja,False,0.79,True
13343,Nunca llegó MI pedido. Quiero mi reembolso inmediatamente!,Negativo,Restaurante,2025-04-27,Sunday,Noche,True,2,Web,Premium,86,Entrega,58,8,False,1,58.0,True,Resuelto,Alta,True,0.93,False
13344,Muy buena experiencia de compra. Lo recomiendo ampliamente,Positivo,Tienda Online,2024-03-06,Wednesday,Noche,False,5,Chat,Premium,59,Entrega,58,8,False,0,,False,N/A,Baja,False,0.84,False
13345,Correcto para lo que cuesta,Neutro,Producto,2025-06-19,Thursday,Mañana,False,3,Email,Medio,69,Precio,27,5,False,0,25.0,True,N/A,Baja,False,0.7,True
13346,Precio estándar,Neutro,Banco,2025-05-10,Saturday,Noche,True,3,Web,Premium,54,Precio,15,2,False,0,70.0,True,Resuelto,Baja,False,0.7,True
13347,Producto magnífico. Producto de primera calidad,Positivo,E-commerce,2025-07-31,Thursday,Noche,False,4,Teléfono,Premium,58,Calidad,47,6,False,0,2.0,True,Resuelto,Baja,False,0.85,False
13348,Calidad excepcional por el precio,Positivo,Delivery,2024-02-12,Monday,Mañana,False,5,Web,Económico,34,Precio,33,5,False,0,39.0,True,N/A,Baja,False,0.94,False
13349,"Es lo que esperaba, nada más. Ni más ni menos",Neutro,Banco,2025-05-31,Saturday,Noche,True,3,App Móvil,Medio,85,Entrega,45,10,False,0,,False,N/A,Media,False,0.85,False
13350,No puedo estar más feliz. Producto como en las fotos,Positivo,Tienda Online,2024-02-03,Saturday,Noche,True,4,Web,Premium,26,Entrega,52,10,False,0,28.0,True,Resuelto,Baja,False,0.77,True
13351,Increíblemente bueno. Brillante servicio,Positivo,Restaurante,2023-12-31,Sunday,Mañana,True,5,Web,Premium,40,Atención,40,4,False,0,27.0,True,N/A,Baja,False,0.91,False
13352,Producto tal cual se describe. Muy satisfecho con mi compra,Positivo,E-commerce,2025-04-05,Saturday,Noche,True,4,Teléfono,Premium,89,Entrega,59,10,False,0,40.0,True,Resuelto,Baja,False,0.81,False
13353,Producto de primera calidad!,Positivo,Aplicación Móvil,2025-10-28,Tuesday,Mañana,False,5,Web,Medio,1,Calidad,28,4,False,1,2.0,True,Resuelto,Baja,False,0.9,False
13354,"Maravillosa experiencia. Servicio de 10, gracias",Positivo,Restaurante,2024-06-11,Tuesday,Noche,False,5,Chat,Económico,84,Atención,48,6,False,0,11.0,True,N/A,Baja,False,0.85,False
13355,Estoy encantado con el producto,Positivo,Producto,2025-06-30,Monday,Noche,False,4,Teléfono,Económico,10,Producto Defectuoso,31,5,False,0,,False,N/A,Baja,False,0.8,False
13356,Excelente en todos los aspectos,Positivo,Tienda Online,2024-12-02,Monday,Tarde,False,5,Chat,Premium,51,Producto Defectuoso,31,5,False,0,,False,N/A,Baja,False,0.92,False
13357,Estoy muy contento con el resultado. Quedé impresionado positivamente,Positivo,E-commerce,2025-01-09,Thursday,Tarde,False,4,Tienda Física,Premium,23,Calidad,69,9,False,0,11.0,True,Resuelto,Baja,False,0.93,False
13358,"Excelente compra, totalmente recomendado",Positivo,E-commerce,2024-09-15,Sunday,Tarde,True,5,Email,Económico,25,Producto Defectuoso,40,4,False,0,4.0,True,N/A,Baja,False,0.95,False
13359,"Está bien, sin sorpresas",Neutro,Tienda Online,2025-03-11,Tuesday,Mañana,False,3,Teléfono,Medio,66,Calidad,24,4,False,0,,False,N/A,Baja,False,0.73,True
13360,"Muy satisfecho, volveré pronto. El servicio fue impecable",Positivo,E-commerce,2025-05-01,Thursday,Mañana,False,5,Web,Económico,48,Atención,57,8,False,0,3.0,True,Resuelto,Baja,False,0.9,False
13361,"Llegó antes de lo esperado, excelente!",Positivo,Soporte Técnico,2024-06-30,Sunday,Tarde,True,5,Web,Económico,15,Entrega,38,6,False,1,39.0,True,Resuelto,Baja,False,0.75,True
13362,Cumple su función,Neutro,Aplicación Móvil,2024-05-30,Thursday,Mañana,False,3,Email,Medio,85,Precio,17,3,False,0,8.0,True,N/A,Baja,False,0.76,True
13363,Es como cualquier otro,Neutro,Hotel,2025-02-24,Monday,Noche,False,3,Email,Premium,16,Producto Defectuoso,22,4,False,0,16.0,True,Resuelto,Media,False,0.8,False
13364,"Fantástico producto, lo amo. Una joya, muy recomendado",Positivo,E-commerce,2024-07-27,Saturday,Tarde,True,5,Chat,Medio,69,Entrega,54,8,False,0,11.0,True,Resuelto,Baja,False,0.98,False
13365,Cumple su función. Ni más ni menos,Neutro,Banco,2025-10-21,Tuesday,Tarde,False,3,Tienda Física,Económico,85,Precio,34,7,False,0,,False,N/A,Baja,False,0.86,False
13366,Está ok,Neutro,Restaurante,2025-10-03,Friday,Mañana,False,3,Web,Económico,20,Precio,7,2,False,0,,False,N/A,Baja,False,0.66,True
13367,"El servicio fue impecable. Me encanta, es perfecto!",Positivo,Hotel,2024-06-21,Friday,Mañana,False,5,Teléfono,Premium,26,Atención,51,8,False,1,,False,N/A,Baja,False,0.82,False
13368,"Me encantó, superó mis expectativas!",Positivo,E-commerce,2025-07-25,Friday,Tarde,False,4,Chat,Económico,83,Precio,36,5,False,1,,False,N/A,Baja,False,0.77,True
13369,Lo recomiendo ampliamente,Positivo,Banco,2024-11-13,Wednesday,Noche,False,4,Tienda Física,Medio,24,Producto Defectuoso,25,3,False,0,23.0,True,Resuelto,Baja,False,0.97,False
13370,Servicio rápido y eficiente. La mejor compra que he hecho,Positivo,Banco,2025-01-27,Monday,Tarde,False,5,App Móvil,Económico,69,Atención,57,10,False,0,17.0,True,Resuelto,Baja,False,0.79,True
13371,No funciona bien. Totalmente insatisfecho,Negativo,Restaurante,2025-09-13,Saturday,Tarde,True,1,Teléfono,Medio,98,Producto Defectuoso,41,5,False,0,,False,N/A,Alta,True,0.92,False
13372,Estoy muy contento con el resultado. Servicio profesional y eficiente,Positivo,Restaurante,2025-01-26,Sunday,Tarde,True,4,Teléfono,Premium,22,Atención,69,10,False,0,19.0,True,Resuelto,Baja,False,0.95,False
